Date,Tm,X,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Player,RSorPO
2000-01-19,LAL,Home,CLE,W,1,41:00,6,15,0.4,0,2,0,13,14,0.93,3,10,13,4,0,2,6,4,25,18.2,Kobe Bryant,Regular Season
2000-01-22,LAL,Home,POR,L,1,37:00,13,19,0.68,1,2,0.5,1,2,0.5,0,4,4,2,1,0,2,6,28,18.7,Kobe Bryant,Regular Season
2000-01-24,LAL,Away,UTA,L,1,44:00,9,24,0.38,1,2,0.5,7,8,0.88,2,5,7,1,0,3,4,5,26,12.1,Kobe Bryant,Regular Season
2000-01-28,LAL,Home,MIL,W,1,33:00,8,15,0.53,1,2,0.5,6,6,1,0,2,2,0,3,1,0,4,23,18.4,Kobe Bryant,Regular Season
2000-01-30,LAL,Away,HOU,L,1,41:00,6,22,0.27,0,2,0,5,6,0.83,1,3,4,5,1,0,2,3,17,6.5,Kobe Bryant,Regular Season
2000-02-01,LAL,Away,SAS,L,1,41:00,7,14,0.5,0,1,0,5,6,0.83,1,6,7,8,4,2,1,3,19,22.9,Kobe Bryant,Regular Season
2000-02-04,LAL,Home,UTA,W,1,26:00,5,8,0.62,0,1,0,3,5,0.6,0,4,4,9,2,1,4,4,13,13.2,Kobe Bryant,Regular Season
2000-02-07,LAL,Home,DEN,W,1,42:00,10,21,0.48,3,5,0.6,6,7,0.86,1,8,9,11,1,3,4,2,29,27,Kobe Bryant,Regular Season
2000-02-09,LAL,Home,MIN,W,1,33:00,9,17,0.53,2,2,1,4,5,0.8,2,3,5,4,1,0,5,1,24,16,Kobe Bryant,Regular Season
2000-02-15,LAL,Away,CHI,W,1,42:00,8,14,0.57,1,3,0.33,4,4,1,1,4,5,5,5,2,4,1,21,21.8,Kobe Bryant,Regular Season
2000-02-16,LAL,Away,CHH,W,1,34:00,9,18,0.5,0,1,0,8,8,1,3,4,7,6,0,0,3,3,26,20.3,Kobe Bryant,Regular Season
2000-02-18,LAL,Away,ORL,W,1,44:00,4,10,0.4,1,2,0.5,2,2,1,0,3,3,5,4,0,4,2,11,9.2,Kobe Bryant,Regular Season
2000-02-20,LAL,Away,PHI,W,1,39:00,7,15,0.47,0,1,0,4,5,0.8,1,2,3,7,0,5,3,3,18,15.4,Kobe Bryant,Regular Season
2000-02-22,LAL,Away,NJN,W,1,39:00,9,20,0.45,0,1,0,3,4,0.75,3,1,4,4,0,1,1,3,21,13.9,Kobe Bryant,Regular Season
2000-02-23,LAL,Away,CLE,W,1,39:00,9,22,0.41,1,3,0.33,2,3,0.67,0,7,7,6,2,1,0,2,21,17,Kobe Bryant,Regular Season
2000-02-27,LAL,Home,HOU,W,1,36:00,13,18,0.72,2,4,0.5,3,7,0.43,1,3,4,6,1,1,4,5,31,23.5,Kobe Bryant,Regular Season
2000-02-29,LAL,Away,POR,W,1,36:00,6,11,0.55,0,1,0,10,10,1,1,6,7,3,1,1,5,4,22,16.4,Kobe Bryant,Regular Season
2000-03-01,LAL,Home,VAN,W,1,42:00,9,22,0.41,1,4,0.25,8,10,0.8,3,3,6,3,2,0,1,2,27,19.7,Kobe Bryant,Regular Season
2000-03-03,LAL,Home,IND,W,1,41:00,9,17,0.53,1,2,0.5,3,4,0.75,1,4,5,7,1,1,3,3,22,17.6,Kobe Bryant,Regular Season
2000-03-05,LAL,Home,MIA,W,1,39:00,5,12,0.42,1,3,0.33,4,6,0.67,1,6,7,3,3,1,2,4,15,12.5,Kobe Bryant,Regular Season
2000-03-06,LAL,Away,LAC,W,1,29:00,9,12,0.75,1,2,0.5,3,4,0.75,0,1,1,5,0,0,0,5,22,18.6,Kobe Bryant,Regular Season
2000-03-09,LAL,Away,GSW,W,1,39:00,9,19,0.47,1,4,0.25,11,13,0.85,3,1,4,4,2,1,2,2,30,24.6,Kobe Bryant,Regular Season
2000-03-12,LAL,Home,SAC,W,1,43:00,15,24,0.62,2,4,0.5,8,9,0.89,3,7,10,8,0,1,4,3,40,34.1,Kobe Bryant,Regular Season
2000-03-13,LAL,Away,DEN,W,1,43:00,8,20,0.4,0,3,0,6,8,0.75,2,7,9,5,1,0,1,4,22,15.8,Kobe Bryant,Regular Season
2000-03-17,LAL,Away,DET,W,1,33:00,12,21,0.57,0,1,0,1,5,0.2,2,6,8,6,2,2,4,3,25,19.1,Kobe Bryant,Regular Season
2000-03-19,LAL,Away,NYK,W,1,44:00,8,23,0.35,1,4,0.25,7,10,0.7,2,7,9,7,3,1,2,2,24,19.2,Kobe Bryant,Regular Season
2000-03-22,LAL,Home,GSW,W,1,28:00,7,16,0.44,2,4,0.5,2,2,1,1,5,6,4,2,2,3,2,18,14.2,Kobe Bryant,Regular Season
2000-03-24,LAL,Home,PHO,W,1,33:00,9,15,0.6,1,2,0.5,9,11,0.82,2,4,6,7,2,0,1,5,28,26.8,Kobe Bryant,Regular Season
2000-03-26,LAL,Away,SAC,W,1,44:00,8,19,0.42,0,1,0,8,11,0.73,5,9,14,4,2,1,3,1,24,21,Kobe Bryant,Regular Season
2000-03-31,LAL,Home,PHI,W,1,37:00,4,12,0.33,0,2,0,2,2,1,1,8,9,5,0,1,4,2,10,5.7,Kobe Bryant,Regular Season
2000-04-05,LAL,Away,GSW,W,1,42:00,5,14,0.36,1,1,1,5,6,0.83,2,3,5,11,1,0,4,4,16,13.2,Kobe Bryant,Regular Season
2000-04-08,LAL,Home,SAS,L,1,39:00,12,30,0.4,0,3,0,2,4,0.5,3,5,8,5,1,0,0,1,26,16.7,Kobe Bryant,Regular Season
2000-04-10,LAL,Home,SEA,W,1,45:00,13,28,0.46,0,3,0,7,9,0.78,3,7,10,6,2,0,1,5,33,25.2,Kobe Bryant,Regular Season
2000-04-14,LAL,Home,SAC,W,1,40:00,13,21,0.62,1,2,0.5,4,6,0.67,1,4,5,5,3,3,1,1,31,29.8,Kobe Bryant,Regular Season
2000-04-16,LAL,Home,MIN,W,1,42:00,7,18,0.39,0,4,0,11,11,1,1,2,3,10,2,1,6,1,25,19.8,Kobe Bryant,Regular Season
2000-04-18,LAL,Away,DAL,L,1,43:00,7,20,0.35,1,5,0.2,1,1,1,8,6,14,6,2,1,6,3,16,11.9,Kobe Bryant,Regular Season
2000-04-19,LAL,Away,SAS,L,1,42:00,9,21,0.43,2,5,0.4,3,4,0.75,6,1,7,1,1,0,1,5,23,14.7,Kobe Bryant,Regular Season
2000-10-31,LAL,Away,POR,W,1,35:00,4,11,0.36,0,1,0,6,6,1,0,2,2,2,1,1,7,4,14,3,Kobe Bryant,Regular Season
2000-11-01,LAL,Home,UTA,L,1,37:00,9,21,0.43,1,2,0.5,12,13,0.92,1,3,4,5,0,1,2,3,31,22.1,Kobe Bryant,Regular Season
2000-11-04,LAL,Away,VAN,W,1,40:00,9,20,0.45,1,1,1,3,4,0.75,2,3,5,2,5,2,6,3,22,14.1,Kobe Bryant,Regular Season
2000-11-05,LAL,Home,LAC,W,1,41:00,6,14,0.43,2,4,0.5,7,7,1,0,5,5,6,0,0,2,2,21,16.5,Kobe Bryant,Regular Season
2000-11-07,LAL,Away,HOU,L,1,47:00,7,16,0.44,1,3,0.33,0,1,0,1,2,3,3,2,1,1,3,15,10.1,Kobe Bryant,Regular Season
2000-11-08,LAL,Away,SAS,L,1,46:00,15,31,0.48,1,3,0.33,1,1,1,1,2,3,8,3,0,3,1,32,22.8,Kobe Bryant,Regular Season
2000-11-12,LAL,Home,HOU,W,1,44:00,12,29,0.41,1,1,1,12,15,0.8,3,7,10,2,3,0,2,5,37,24.9,Kobe Bryant,Regular Season
2000-11-14,LAL,Home,DEN,W,1,39:00,12,23,0.52,1,3,0.33,6,6,1,3,1,4,9,2,1,4,4,31,25.5,Kobe Bryant,Regular Season
2000-11-16,LAL,Away,SAC,W,1,49:00,9,23,0.39,1,5,0.2,12,12,1,1,9,10,3,0,1,3,4,31,20.1,Kobe Bryant,Regular Season
2000-11-18,LAL,Away,DEN,L,1,44:00,10,25,0.4,3,6,0.5,9,10,0.9,1,4,5,4,0,1,3,2,32,19.7,Kobe Bryant,Regular Season
2000-11-19,LAL,Home,CHI,W,1,39:00,8,22,0.36,0,2,0,6,9,0.67,1,11,12,3,1,0,2,2,22,12.9,Kobe Bryant,Regular Season
2000-11-22,LAL,Home,GSW,W,1,30:00,13,19,0.68,2,3,0.67,3,4,0.75,1,3,4,7,1,0,8,2,31,21.2,Kobe Bryant,Regular Season
2000-11-24,LAL,Home,MIN,W,1,38:00,12,20,0.6,1,2,0.5,4,5,0.8,1,3,4,5,1,0,4,2,29,20.7,Kobe Bryant,Regular Season
2000-11-27,LAL,Away,LAC,W,1,32:00,10,19,0.53,2,4,0.5,7,7,1,2,5,7,4,1,0,1,3,29,24.2,Kobe Bryant,Regular Season
2000-11-28,LAL,Home,IND,W,1,37:00,11,24,0.46,3,6,0.5,12,12,1,1,3,4,5,4,0,2,3,37,30.5,Kobe Bryant,Regular Season
2000-11-30,LAL,Away,SEA,L,1,37:00,6,16,0.38,0,4,0,5,5,1,1,2,3,4,3,0,6,5,17,7.3,Kobe Bryant,Regular Season
2000-12-01,LAL,Home,SAS,W,1,44:00,16,31,0.52,2,4,0.5,9,10,0.9,1,2,3,6,1,0,3,3,43,29.6,Kobe Bryant,Regular Season
2000-12-03,LAL,Home,DAL,W,1,45:00,15,28,0.54,1,3,0.33,7,9,0.78,4,6,10,6,2,2,6,4,38,28.2,Kobe Bryant,Regular Season
2000-12-05,LAL,Home,PHI,W,1,44:00,15,28,0.54,1,4,0.25,5,5,1,0,1,1,4,0,1,2,4,36,22.6,Kobe Bryant,Regular Season
2000-12-06,LAL,Away,GSW,L,1,51:00,18,35,0.51,2,7,0.29,13,13,1,3,4,7,8,2,1,8,4,51,35.7,Kobe Bryant,Regular Season
2000-12-08,LAL,Home,SEA,L,1,40:00,8,25,0.32,0,1,0,3,5,0.6,0,4,4,2,3,1,2,4,19,6.6,Kobe Bryant,Regular Season
2000-12-10,LAL,Home,DET,W,1,33:00,11,21,0.52,2,5,0.4,2,2,1,1,3,4,9,1,1,1,2,26,23.5,Kobe Bryant,Regular Season
2000-12-12,LAL,Home,MIL,L,1,41:00,8,31,0.26,3,10,0.3,6,7,0.86,2,4,6,6,2,0,3,3,25,10.7,Kobe Bryant,Regular Season
2000-12-13,LAL,Away,POR,L,1,45:00,13,25,0.52,0,2,0,9,13,0.69,1,5,6,6,2,0,1,5,35,26.5,Kobe Bryant,Regular Season
2000-12-15,LAL,Home,VAN,W,1,35:00,7,18,0.39,1,3,0.33,2,2,1,1,3,4,1,1,1,3,2,17,7.4,Kobe Bryant,Regular Season
2000-12-17,LAL,Away,TOR,W,1,52:00,14,29,0.48,1,5,0.2,11,11,1,1,6,7,4,0,3,2,3,40,29.5,Kobe Bryant,Regular Season
2000-12-19,LAL,Away,MIA,W,1,45:00,9,24,0.38,0,2,0,5,8,0.62,2,3,5,6,0,0,3,4,23,10.5,Kobe Bryant,Regular Season
2000-12-21,LAL,Away,HOU,W,1,44:00,20,26,0.77,1,1,1,4,6,0.67,3,1,4,3,1,0,1,1,45,38.1,Kobe Bryant,Regular Season
2000-12-22,LAL,Away,DAL,W,1,46:00,12,20,0.6,1,1,1,10,10,1,1,3,4,4,0,0,5,5,35,23.2,Kobe Bryant,Regular Season
2000-12-25,LAL,Home,POR,L,1,45:00,9,20,0.45,0,4,0,11,14,0.79,0,2,2,6,2,0,2,6,29,19.8,Kobe Bryant,Regular Season
2000-12-28,LAL,Away,PHO,W,1,33:00,12,19,0.63,3,3,1,11,11,1,1,4,5,1,3,0,1,2,38,33.3,Kobe Bryant,Regular Season
2000-12-30,LAL,Away,LAC,W,1,34:00,7,18,0.39,2,7,0.29,1,2,0.5,0,5,5,6,1,0,0,1,17,13.1,Kobe Bryant,Regular Season
2001-01-03,LAL,Home,UTA,W,1,45:00,13,24,0.54,2,6,0.33,3,4,0.75,0,4,4,4,3,0,5,5,31,19,Kobe Bryant,Regular Season
2001-01-07,LAL,Home,LAC,L,1,45:00,10,24,0.42,0,5,0,7,8,0.88,2,4,6,4,3,1,4,5,27,16.9,Kobe Bryant,Regular Season
2001-01-12,LAL,Home,CLE,W,1,42:00,10,25,0.4,2,6,0.33,10,11,0.91,2,3,5,5,2,2,4,6,32,20.9,Kobe Bryant,Regular Season
2001-01-13,LAL,Away,UTA,L,1,46:00,8,24,0.33,0,6,0,11,12,0.92,2,7,9,4,3,0,0,5,27,20.3,Kobe Bryant,Regular Season
2001-01-15,LAL,Home,VAN,W,1,46:00,10,24,0.42,0,4,0,6,8,0.75,0,11,11,11,2,2,3,1,26,23.4,Kobe Bryant,Regular Season
2001-01-19,LAL,Home,HOU,W,1,39:00,12,22,0.55,1,4,0.25,4,5,0.8,2,4,6,4,3,0,1,3,29,24.2,Kobe Bryant,Regular Season
2001-01-21,LAL,Home,MIA,L,1,45:00,13,27,0.48,1,3,0.33,7,8,0.88,2,6,8,0,5,1,6,6,34,20.4,Kobe Bryant,Regular Season
2001-01-23,LAL,Away,SEA,L,1,43:00,5,19,0.26,1,5,0.2,10,13,0.77,3,5,8,5,2,0,2,3,21,14.4,Kobe Bryant,Regular Season
2001-01-26,LAL,Home,NJN,W,1,42:00,10,20,0.5,2,4,0.5,4,5,0.8,1,8,9,3,1,0,3,2,26,18,Kobe Bryant,Regular Season
2001-01-28,LAL,Away,NYK,L,1,42:00,12,27,0.44,1,3,0.33,8,11,0.73,3,8,11,3,2,0,3,2,33,22.5,Kobe Bryant,Regular Season
2001-01-30,LAL,Away,CLE,W,1,41:00,12,26,0.46,0,1,0,23,26,0.88,2,3,5,3,3,1,7,3,47,32.3,Kobe Bryant,Regular Season
2001-01-31,LAL,Away,MIN,L,1,42:00,6,17,0.35,1,1,1,11,12,0.92,3,6,9,5,0,3,3,2,24,19.8,Kobe Bryant,Regular Season
2001-02-02,LAL,Home,CHH,W,1,48:00,15,30,0.5,0,1,0,14,14,1,4,5,9,2,0,5,5,3,44,32,Kobe Bryant,Regular Season
2001-02-04,LAL,Home,SAC,W,1,44:00,8,26,0.31,0,1,0,10,11,0.91,4,7,11,4,1,0,2,2,26,16.5,Kobe Bryant,Regular Season
2001-02-07,LAL,Home,PHO,W,1,45:00,13,26,0.5,1,2,0.5,5,7,0.71,1,7,8,9,4,1,4,4,32,26.4,Kobe Bryant,Regular Season
2001-02-13,LAL,Away,NJN,W,1,49:00,14,25,0.56,2,5,0.4,8,10,0.8,4,4,8,5,1,1,3,5,38,29.5,Kobe Bryant,Regular Season
2001-02-14,LAL,Away,PHI,L,1,41:00,7,13,0.54,1,2,0.5,3,4,0.75,1,6,7,7,1,0,6,3,18,12.5,Kobe Bryant,Regular Season
2001-02-16,LAL,Away,CHH,W,1,42:00,8,17,0.47,0,1,0,9,10,0.9,2,8,10,10,1,0,4,2,25,22.9,Kobe Bryant,Regular Season
2001-02-18,LAL,Away,IND,L,1,45:00,13,28,0.46,0,2,0,7,9,0.78,3,2,5,9,1,1,4,2,33,23.7,Kobe Bryant,Regular Season
2001-02-28,LAL,Away,DEN,L,1,45:00,16,28,0.57,2,5,0.4,4,6,0.67,3,7,10,6,1,1,5,3,38,27.9,Kobe Bryant,Regular Season
2001-03-03,LAL,Away,VAN,W,1,39:00,8,16,0.5,0,2,0,4,5,0.8,0,5,5,6,1,0,7,3,20,10.1,Kobe Bryant,Regular Season
2001-03-04,LAL,Home,GSW,W,1,31:00,9,15,0.6,0,1,0,4,5,0.8,1,1,2,5,2,0,2,2,22,18.4,Kobe Bryant,Regular Season
2001-03-06,LAL,Away,GSW,W,1,36:00,7,17,0.41,1,1,1,14,15,0.93,1,2,3,2,3,1,3,4,29,21.3,Kobe Bryant,Regular Season
2001-03-07,LAL,Home,TOR,W,1,38:00,11,34,0.32,0,2,0,7,7,1,5,2,7,5,0,0,3,4,29,12.6,Kobe Bryant,Regular Season
2001-03-09,LAL,Home,SAS,L,1,44:00,16,33,0.48,0,1,0,6,8,0.75,2,5,7,2,1,0,4,5,38,19.8,Kobe Bryant,Regular Season
2001-03-15,LAL,Away,DET,W,1,48:00,16,28,0.57,1,3,0.33,6,7,0.86,1,4,5,7,3,0,4,5,39,29.2,Kobe Bryant,Regular Season
2001-03-16,LAL,Away,WAS,W,1,35:00,11,18,0.61,1,2,0.5,3,4,0.75,0,5,5,5,5,2,2,3,26,25.6,Kobe Bryant,Regular Season
2001-03-18,LAL,Away,ORL,W,1,37:00,5,17,0.29,0,1,0,6,7,0.86,1,1,2,7,1,0,3,5,16,7.6,Kobe Bryant,Regular Season
2001-03-21,LAL,Away,MIL,L,1,41:00,4,15,0.27,0,1,0,5,7,0.71,1,6,7,8,0,0,4,3,13,6.2,Kobe Bryant,Regular Season
2001-04-10,LAL,Home,PHO,W,1,35:00,7,14,0.5,0,1,0,6,8,0.75,1,2,3,4,6,0,1,3,20,20.1,Kobe Bryant,Regular Season
2001-04-15,LAL,Home,POR,W,1,45:00,9,21,0.43,0,2,0,7,10,0.7,0,4,4,7,1,1,1,4,25,17.9,Kobe Bryant,Regular Season
2001-04-17,LAL,Home,DEN,W,1,33:00,7,13,0.54,1,2,0.5,11,13,0.85,0,5,5,5,2,0,2,2,26,23.1,Kobe Bryant,Regular Season
2001-10-30,LAL,Home,POR,W,1,43:00,11,24,0.46,1,1,1,6,8,0.75,2,5,7,4,3,1,2,0,29,23.2,Kobe Bryant,Regular Season
2001-11-01,LAL,Away,UTA,W,1,43:00,11,22,0.5,1,3,0.33,16,19,0.84,1,5,6,8,3,1,2,3,39,35.1,Kobe Bryant,Regular Season
2001-11-09,LAL,Home,MEM,W,1,33:00,5,15,0.33,1,2,0.5,2,2,1,1,5,6,7,5,3,2,0,13,16.7,Kobe Bryant,Regular Season
2001-11-15,LAL,Away,HOU,W,1,49:00,13,27,0.48,0,2,0,5,5,1,2,1,3,5,1,0,2,3,31,20.3,Kobe Bryant,Regular Season
2001-11-16,LAL,Away,PHO,L,1,42:00,5,15,0.33,1,3,0.33,7,8,0.88,1,2,3,5,2,0,2,2,18,13.1,Kobe Bryant,Regular Season
2001-11-20,LAL,Away,LAC,W,1,42:00,7,14,0.5,3,3,1,8,10,0.8,0,4,4,12,3,1,4,2,25,25.7,Kobe Bryant,Regular Season
2001-11-21,LAL,Away,DEN,W,1,37:00,9,15,0.6,1,2,0.5,5,6,0.83,3,10,13,7,2,0,4,4,24,23.1,Kobe Bryant,Regular Season
2001-11-23,LAL,Home,GSW,W,1,26:00,11,14,0.79,0,1,0,6,6,1,2,1,3,3,2,0,1,4,28,25.8,Kobe Bryant,Regular Season
2001-11-25,LAL,Home,DEN,W,1,40:00,10,19,0.53,0,1,0,5,7,0.71,0,7,7,7,2,0,1,1,25,22.5,Kobe Bryant,Regular Season
2001-11-27,LAL,Home,MIL,W,1,39:00,11,23,0.48,3,4,0.75,8,10,0.8,4,4,8,4,1,1,1,4,33,26.4,Kobe Bryant,Regular Season
2001-11-30,LAL,Away,SEA,W,1,34:00,10,19,0.53,0,4,0,10,11,0.91,1,2,3,3,1,0,3,4,30,20.1,Kobe Bryant,Regular Season
2001-12-01,LAL,Home,MIN,W,1,27:00,6,15,0.4,1,1,1,5,6,0.83,0,3,3,5,2,0,0,1,18,15.5,Kobe Bryant,Regular Season
2001-12-05,LAL,Home,DAL,W,1,42:00,9,23,0.39,0,2,0,1,2,0.5,2,7,9,5,3,0,4,1,19,11.7,Kobe Bryant,Regular Season
2001-12-07,LAL,Away,SAC,L,1,41:00,9,23,0.39,0,4,0,5,5,1,2,4,6,3,0,0,2,3,23,12,Kobe Bryant,Regular Season
2001-12-11,LAL,Home,SEA,L,1,38:00,7,23,0.3,0,3,0,2,3,0.67,1,2,3,1,0,0,1,5,16,1.3,Kobe Bryant,Regular Season
2001-12-14,LAL,Home,LAC,W,1,38:00,9,18,0.5,0,1,0,7,7,1,0,4,4,7,3,2,3,3,25,22.3,Kobe Bryant,Regular Season
2001-12-16,LAL,Home,GSW,W,1,32:00,10,12,0.83,0,1,0,8,9,0.89,0,5,5,3,2,1,1,2,28,27.7,Kobe Bryant,Regular Season
2001-12-20,LAL,Away,HOU,W,1,42:00,9,26,0.35,1,1,1,8,8,1,2,3,5,5,1,1,2,3,27,16.7,Kobe Bryant,Regular Season
2001-12-21,LAL,Away,MEM,L,1,37:00,15,23,0.65,1,4,0.25,5,5,1,0,4,4,6,0,0,3,3,36,27.1,Kobe Bryant,Regular Season
2001-12-26,LAL,Away,GSW,L,1,41:00,17,28,0.61,3,7,0.43,2,2,1,0,2,2,5,1,0,3,3,39,27.1,Kobe Bryant,Regular Season
2001-12-28,LAL,Home,TOR,L,1,40:00,9,24,0.38,2,3,0.67,6,9,0.67,2,6,8,6,1,0,5,1,26,14.6,Kobe Bryant,Regular Season
2001-12-30,LAL,Home,HOU,W,1,31:00,7,17,0.41,0,2,0,2,2,1,0,2,2,11,0,0,1,2,16,13.4,Kobe Bryant,Regular Season
2002-01-04,LAL,Home,PHO,W,1,30:00,7,15,0.47,0,1,0,4,5,0.8,0,3,3,6,0,1,3,3,18,11.5,Kobe Bryant,Regular Season
2002-01-08,LAL,Away,DET,W,1,28:00,8,17,0.47,0,1,0,4,4,1,2,2,4,6,1,0,0,3,20,17.3,Kobe Bryant,Regular Season
2002-01-09,LAL,Away,IND,W,1,35:00,11,22,0.5,1,1,1,8,14,0.57,2,6,8,4,3,0,3,2,31,22.8,Kobe Bryant,Regular Season
2002-01-11,LAL,Away,MIN,L,1,38:00,9,27,0.33,0,2,0,5,6,0.83,1,2,3,5,0,0,2,3,23,8.9,Kobe Bryant,Regular Season
2002-01-12,LAL,Away,CHI,L,1,47:00,9,25,0.36,0,2,0,8,11,0.73,3,2,5,9,3,0,7,5,26,13.9,Kobe Bryant,Regular Season
2002-01-14,LAL,Home,MEM,W,1,34:00,21,34,0.62,3,6,0.5,11,12,0.92,3,2,5,4,1,0,0,1,56,46.3,Kobe Bryant,Regular Season
2002-01-16,LAL,Home,MIA,L,1,40:00,12,30,0.4,0,3,0,5,7,0.71,4,4,8,7,1,0,3,2,29,18.1,Kobe Bryant,Regular Season
2002-01-19,LAL,Away,SAS,W,1,38:00,11,25,0.44,1,2,0.5,5,7,0.71,2,5,7,5,2,1,1,1,28,21.8,Kobe Bryant,Regular Season
2002-01-22,LAL,Home,DEN,L,1,39:00,6,14,0.43,0,2,0,3,3,1,0,7,7,6,2,0,5,4,15,9.3,Kobe Bryant,Regular Season
2002-01-23,LAL,Away,LAC,L,1,39:00,11,25,0.44,0,2,0,5,6,0.83,0,2,2,4,1,1,0,3,27,17.4,Kobe Bryant,Regular Season
2002-01-29,LAL,Away,ATL,W,1,27:00,13,20,0.65,0,1,0,6,6,1,3,1,4,2,0,0,2,3,32,23.8,Kobe Bryant,Regular Season
2002-01-30,LAL,Away,ORL,W,1,45:00,9,23,0.39,0,1,0,5,8,0.62,2,6,8,4,1,0,2,1,23,13.9,Kobe Bryant,Regular Season
2002-02-01,LAL,Away,MEM,W,1,37:00,5,13,0.38,0,2,0,3,4,0.75,1,3,4,6,2,0,3,2,13,9.5,Kobe Bryant,Regular Season
2002-02-03,LAL,Away,DAL,W,1,40:00,11,25,0.44,0,2,0,2,2,1,2,8,10,6,2,1,2,5,24,17.6,Kobe Bryant,Regular Season
2002-02-06,LAL,Home,CHI,L,1,41:00,14,26,0.54,1,2,0.5,9,10,0.9,3,5,8,1,1,2,8,2,38,22.9,Kobe Bryant,Regular Season
2002-02-12,LAL,Home,WAS,W,1,43:00,9,20,0.45,0,1,0,5,9,0.56,1,10,11,15,1,1,2,3,23,23.7,Kobe Bryant,Regular Season
2002-02-15,LAL,Home,ATL,L,1,42:00,7,13,0.54,0,1,0,7,11,0.64,1,1,2,10,2,1,6,2,21,17,Kobe Bryant,Regular Season
2002-02-17,LAL,Away,POR,L,1,43:00,11,26,0.42,0,4,0,6,6,1,2,3,5,2,1,1,3,5,28,14.6,Kobe Bryant,Regular Season
2002-02-19,LAL,Home,BOS,L,1,41:00,11,25,0.44,1,2,0.5,4,5,0.8,2,2,4,9,1,0,2,5,27,18.8,Kobe Bryant,Regular Season
2002-02-21,LAL,Away,CLE,W,1,40:00,13,24,0.54,0,1,0,6,11,0.55,1,5,6,6,2,0,2,3,32,23.6,Kobe Bryant,Regular Season
2002-02-22,LAL,Away,CHH,W,1,44:00,8,19,0.42,0,3,0,5,6,0.83,4,5,9,6,3,1,5,3,21,16.5,Kobe Bryant,Regular Season
2002-02-24,LAL,Away,NYK,W,1,42:00,10,18,0.56,1,1,1,6,6,1,2,4,6,5,3,0,3,3,27,23.3,Kobe Bryant,Regular Season
2002-02-26,LAL,Away,MIL,W,1,39:00,13,25,0.52,0,2,0,1,1,1,2,2,4,6,1,0,2,2,27,19.1,Kobe Bryant,Regular Season
2002-03-01,LAL,Home,IND,W,1,37:00,8,17,0.47,0,1,0,9,12,0.75,0,3,3,3,1,1,5,2,25,14,Kobe Bryant,Regular Season
2002-03-06,LAL,Away,UTA,L,1,39:00,7,19,0.37,1,3,0.33,11,12,0.92,3,2,5,4,2,0,5,3,26,16.4,Kobe Bryant,Regular Season
2002-03-10,LAL,Home,NYK,W,1,44:00,7,14,0.5,0,2,0,4,4,1,0,2,2,7,0,1,1,5,18,14.2,Kobe Bryant,Regular Season
2002-03-12,LAL,Home,CHH,W,1,31:00,8,17,0.47,0,1,0,7,10,0.7,1,6,7,4,4,0,1,1,23,21,Kobe Bryant,Regular Season
2002-03-15,LAL,Home,LAC,W,1,38:00,12,26,0.46,2,2,1,7,10,0.7,0,3,3,2,3,0,1,3,33,21.5,Kobe Bryant,Regular Season
2002-03-17,LAL,Home,DAL,W,1,41:00,5,14,0.36,1,1,1,3,3,1,0,9,9,11,1,0,1,1,14,16.2,Kobe Bryant,Regular Season
2002-03-19,LAL,Away,DAL,L,1,35:00,4,18,0.22,0,2,0,4,7,0.57,0,8,8,3,0,0,1,5,12,1.3,Kobe Bryant,Regular Season
2002-03-24,LAL,Away,SAC,W,1,38:00,12,21,0.57,0,1,0,5,8,0.62,0,4,4,4,2,0,5,3,29,17.7,Kobe Bryant,Regular Season
2002-03-26,LAL,Home,CLE,W,1,31:00,7,10,0.7,1,2,0.5,2,3,0.67,2,5,7,3,0,0,0,2,17,16.6,Kobe Bryant,Regular Season
2002-03-27,LAL,Away,PHO,L,1,41:00,9,20,0.45,0,1,0,18,20,0.9,3,1,4,3,0,0,5,1,36,23.9,Kobe Bryant,Regular Season
2002-03-29,LAL,Home,POR,W,1,41:00,12,26,0.46,0,1,0,10,11,0.91,0,7,7,6,2,0,0,3,34,27.3,Kobe Bryant,Regular Season
2002-04-03,LAL,Away,NJN,L,1,44:00,14,30,0.47,0,1,0,5,5,1,2,2,4,3,1,0,3,1,33,19.3,Kobe Bryant,Regular Season
2002-04-05,LAL,Away,BOS,L,1,38:00,5,25,0.2,0,2,0,16,18,0.89,0,6,6,2,1,1,2,4,26,11,Kobe Bryant,Regular Season
2002-04-11,LAL,Home,MIN,W,1,38:00,9,20,0.45,0,1,0,10,10,1,1,2,3,2,0,0,2,5,28,16.3,Kobe Bryant,Regular Season
2002-04-14,LAL,Away,POR,L,1,51:00,6,15,0.4,0,2,0,11,14,0.79,0,7,7,9,3,2,6,4,23,18.9,Kobe Bryant,Regular Season
2002-04-15,LAL,Home,SEA,W,1,31:00,7,16,0.44,1,3,0.33,4,4,1,1,4,5,4,2,0,3,4,19,12.7,Kobe Bryant,Regular Season
2002-04-17,LAL,Home,SAC,W,1,29:00,9,17,0.53,0,4,0,3,3,1,0,4,4,5,1,0,2,1,21,16,Kobe Bryant,Regular Season
