Date,Tm,X,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Player,RSorPO
2009-12-18,CLE,Home,MIL,W,1,38:22,6,13,0.46,2,4,0.5,12,14,0.86,1,9,10,8,0,3,6,1,26,23.2,Lebron James,Regular Season
2009-12-20,CLE,Away,DAL,L,1,43:05,9,23,0.39,2,6,0.33,5,7,0.71,0,3,3,6,2,2,2,3,25,17,Lebron James,Regular Season
2009-12-21,CLE,Away,PHO,W,1,38:26,11,21,0.52,1,3,0.33,6,6,1,1,5,6,4,2,0,3,3,29,21.5,Lebron James,Regular Season
2009-12-23,CLE,Away,SAC,W,1,43:41,14,30,0.47,1,4,0.25,5,7,0.71,4,12,16,10,0,0,2,1,34,28.8,Lebron James,Regular Season
2009-12-25,CLE,Away,LAL,W,1,40:44,9,19,0.47,2,7,0.29,6,11,0.55,0,4,4,9,2,1,7,3,26,16.3,Lebron James,Regular Season
2009-12-27,CLE,Home,HOU,W,1,29:26,12,20,0.6,2,5,0.4,3,4,0.75,2,3,5,6,3,1,1,0,29,28.6,Lebron James,Regular Season
2009-12-29,CLE,Away,ATL,W,1,39:36,6,20,0.3,0,5,0,2,3,0.67,1,7,8,10,5,1,4,2,14,12.7,Lebron James,Regular Season
2009-12-30,CLE,Home,ATL,W,1,43:12,15,23,0.65,4,6,0.67,14,16,0.88,3,7,10,6,2,2,3,3,48,44.7,Lebron James,Regular Season
2010-01-02,CLE,Away,NJN,W,1,36:27,7,16,0.44,1,4,0.25,13,15,0.87,1,8,9,7,1,2,1,0,28,28.2,Lebron James,Regular Season
2010-01-03,CLE,Home,CHA,L,1,42:51,13,21,0.62,2,6,0.33,1,2,0.5,0,7,7,6,1,1,1,3,29,24.9,Lebron James,Regular Season
2010-01-06,CLE,Home,WAS,W,1,30:50,7,12,0.58,1,4,0.25,8,11,0.73,2,5,7,8,1,2,1,0,23,26.1,Lebron James,Regular Season
2010-01-08,CLE,Away,DEN,L,1,41:18,12,28,0.43,2,8,0.25,9,13,0.69,2,4,6,7,1,0,8,1,35,18.7,Lebron James,Regular Season
2010-01-10,CLE,Away,POR,W,1,45:16,13,19,0.68,3,4,0.75,12,14,0.86,0,10,10,8,0,1,3,1,41,38,Lebron James,Regular Season
2010-01-11,CLE,Away,GSW,W,1,41:37,12,23,0.52,1,4,0.25,12,14,0.86,1,7,8,11,2,4,2,1,37,37.8,Lebron James,Regular Season
2010-01-14,CLE,Away,UTA,L,1,40:25,12,20,0.6,4,6,0.67,8,12,0.67,1,8,9,6,5,1,5,1,36,32.8,Lebron James,Regular Season
2010-01-16,CLE,Away,LAC,W,1,38:54,12,20,0.6,3,6,0.5,5,7,0.71,2,2,4,4,2,1,5,3,32,23.3,Lebron James,Regular Season
2010-01-19,CLE,Home,TOR,W,1,41:01,8,18,0.44,0,7,0,12,14,0.86,0,9,9,11,3,3,3,1,28,29.9,Lebron James,Regular Season
2010-01-21,CLE,Home,LAL,W,1,40:24,13,25,0.52,1,9,0.11,10,13,0.77,0,5,5,9,2,1,4,3,37,28.8,Lebron James,Regular Season
2010-01-23,CLE,Home,OKC,W,1,42:38,9,19,0.47,6,10,0.6,13,19,0.68,0,9,9,12,1,1,6,2,37,30.9,Lebron James,Regular Season
2010-01-25,CLE,Away,MIA,W,1,38:31,9,23,0.39,2,9,0.22,12,17,0.71,0,9,9,4,1,0,4,3,32,18.8,Lebron James,Regular Season
2010-01-27,CLE,Home,MIN,W,1,30:33,3,8,0.38,1,3,0.33,5,6,0.83,0,6,6,11,1,1,3,1,12,15,Lebron James,Regular Season
2010-01-29,CLE,Away,IND,W,1,35:39,6,18,0.33,0,4,0,10,17,0.59,0,9,9,13,2,4,5,2,22,19.8,Lebron James,Regular Season
2010-01-31,CLE,Home,LAC,W,1,39:55,10,20,0.5,5,6,0.83,7,8,0.88,1,2,3,11,1,0,1,1,32,30.2,Lebron James,Regular Season
2010-02-02,CLE,Home,MEM,W,1,37:07,7,14,0.5,1,4,0.25,7,7,1,1,5,6,15,1,1,4,2,22,24.6,Lebron James,Regular Season
2010-02-04,CLE,Home,MIA,W,1,40:06,9,16,0.56,1,4,0.25,17,21,0.81,2,5,7,8,2,0,4,1,36,32.9,Lebron James,Regular Season
2010-02-06,CLE,Home,NYK,W,1,43:51,17,31,0.55,6,12,0.5,7,7,1,1,7,8,8,5,0,5,2,47,39.7,Lebron James,Regular Season
2010-02-09,CLE,Home,NJN,W,1,42:21,13,21,0.62,1,4,0.25,5,9,0.56,0,3,3,11,1,0,3,0,32,27.5,Lebron James,Regular Season
2010-02-11,CLE,Home,ORL,W,1,45:05,10,21,0.48,2,6,0.33,10,12,0.83,1,7,8,13,2,0,3,2,32,30.6,Lebron James,Regular Season
2010-02-18,CLE,Home,DEN,L,1,47:00,15,33,0.45,1,9,0.11,12,17,0.71,1,12,13,15,2,4,3,1,43,40.1,Lebron James,Regular Season
2010-02-19,CLE,Away,CHA,L,1,35:30,6,14,0.43,2,6,0.33,8,10,0.8,1,2,3,9,4,0,2,2,22,22.6,Lebron James,Regular Season
2010-02-21,CLE,Away,ORL,L,1,39:23,12,25,0.48,1,6,0.17,8,12,0.67,0,9,9,6,2,1,5,0,33,23.3,Lebron James,Regular Season
2010-02-23,CLE,Home,NOH,W,1,44:07,7,16,0.44,2,6,0.33,4,4,1,1,4,5,13,2,0,0,0,20,24.6,Lebron James,Regular Season
2010-02-25,CLE,Away,BOS,W,1,35:57,11,23,0.48,3,6,0.5,11,15,0.73,1,6,7,9,0,0,2,2,36,28.7,Lebron James,Regular Season
2010-02-26,CLE,Away,TOR,W,1,44:24,10,17,0.59,1,4,0.25,15,16,0.94,0,6,6,9,2,0,1,2,36,36,Lebron James,Regular Season
2010-03-01,CLE,Home,NYK,W,1,31:14,9,17,0.53,1,4,0.25,3,5,0.6,0,7,7,7,2,2,3,0,22,20.3,Lebron James,Regular Season
2010-03-03,CLE,Away,NJN,W,1,40:41,10,18,0.56,0,4,0,6,7,0.86,2,5,7,14,3,1,3,1,26,30,Lebron James,Regular Season
2010-03-05,CLE,Home,DET,W,1,41:52,16,27,0.59,3,7,0.43,5,6,0.83,2,11,13,6,3,2,4,1,40,36,Lebron James,Regular Season
2010-03-12,CLE,Away,PHI,W,1,42:06,7,18,0.39,3,10,0.3,6,12,0.5,0,6,6,10,1,3,1,2,23,20.9,Lebron James,Regular Season
2010-03-14,CLE,Home,BOS,W,1,38:52,9,21,0.43,1,3,0.33,11,16,0.69,3,5,8,7,2,3,2,2,30,26.7,Lebron James,Regular Season
2010-03-16,CLE,Away,DET,W,1,43:07,10,22,0.45,1,3,0.33,8,11,0.73,2,10,12,12,1,1,4,0,29,26.9,Lebron James,Regular Season
2010-03-17,CLE,Home,IND,W,1,38:43,11,24,0.46,2,4,0.5,8,10,0.8,1,8,9,9,3,2,6,2,32,25.8,Lebron James,Regular Season
2010-03-19,CLE,Away,CHI,W,1,37:31,9,21,0.43,0,3,0,11,12,0.92,1,10,11,7,2,2,5,1,29,24.1,Lebron James,Regular Season
2010-03-21,CLE,Home,DET,W,1,30:48,5,9,0.56,2,3,0.67,3,3,1,0,3,3,7,0,1,0,0,15,17.2,Lebron James,Regular Season
2010-03-24,CLE,Away,NOH,W,1,40:45,15,22,0.68,1,5,0.2,7,8,0.88,2,4,6,9,1,0,3,2,38,34.3,Lebron James,Regular Season
2010-03-26,CLE,Away,SAS,L,1,39:18,11,21,0.52,1,6,0.17,4,7,0.57,0,5,5,10,2,0,5,2,27,20.2,Lebron James,Regular Season
2010-03-28,CLE,Home,SAC,W,1,39:05,13,22,0.59,3,6,0.5,5,6,0.83,1,6,7,8,3,0,3,2,34,30.7,Lebron James,Regular Season
2010-03-31,CLE,Home,MIL,W,1,39:05,7,17,0.41,0,1,0,9,13,0.69,1,8,9,7,1,1,4,2,23,17.2,Lebron James,Regular Season
2010-04-02,CLE,Home,ATL,W,1,38:22,11,20,0.55,1,3,0.33,4,7,0.57,0,13,13,6,2,0,2,1,27,23.9,Lebron James,Regular Season
2010-04-04,CLE,Away,BOS,L,1,44:32,14,31,0.45,0,9,0,14,22,0.64,1,6,7,9,1,1,3,0,42,30.2,Lebron James,Regular Season
2010-04-06,CLE,Home,TOR,W,1,35:34,5,13,0.38,0,2,0,9,10,0.9,0,6,6,13,0,1,4,1,19,18.7,Lebron James,Regular Season
2010-10-26,MIA,Away,BOS,L,1,42:39,10,21,0.48,3,6,0.5,8,12,0.67,0,4,4,3,1,2,8,1,31,16,Lebron James,Regular Season
2010-10-27,MIA,Away,PHI,W,1,37:33,5,12,0.42,0,2,0,6,6,1,0,6,6,7,2,1,9,1,16,9.6,Lebron James,Regular Season
2010-10-29,MIA,Home,ORL,W,1,30:02,6,13,0.46,2,3,0.67,1,2,0.5,0,6,6,7,0,0,3,4,15,10,Lebron James,Regular Season
2010-10-31,MIA,Away,NJN,W,1,28:57,5,12,0.42,0,4,0,10,12,0.83,0,7,7,7,2,0,5,3,20,15.6,Lebron James,Regular Season
2010-11-02,MIA,Home,MIN,W,1,32:26,7,12,0.58,0,2,0,6,8,0.75,0,0,0,12,2,1,1,0,20,23.7,Lebron James,Regular Season
2010-11-05,MIA,Away,NOH,L,1,41:12,6,16,0.38,1,2,0.5,7,8,0.88,0,7,7,10,3,1,3,0,20,20.6,Lebron James,Regular Season
2010-11-06,MIA,Home,NJN,W,1,33:35,9,16,0.56,2,4,0.5,3,5,0.6,0,3,3,9,2,0,4,1,23,19.4,Lebron James,Regular Season
2010-11-09,MIA,Home,UTA,L,1,46:44,5,18,0.28,0,1,0,10,11,0.91,2,9,11,14,1,3,2,3,20,22.8,Lebron James,Regular Season
2010-11-11,MIA,Home,BOS,L,1,44:28,9,21,0.43,0,5,0,17,22,0.77,0,10,10,9,3,0,4,3,35,29,Lebron James,Regular Season
2010-11-13,MIA,Home,TOR,W,1,39:20,8,21,0.38,0,1,0,7,11,0.64,1,1,2,11,2,0,3,0,23,17.6,Lebron James,Regular Season
2010-11-17,MIA,Home,PHO,W,1,23:03,9,15,0.6,0,2,0,2,3,0.67,3,5,8,9,3,0,3,5,20,20.6,Lebron James,Regular Season
2010-11-19,MIA,Home,CHA,W,1,39:29,12,25,0.48,2,5,0.4,6,7,0.86,0,2,2,5,2,0,4,1,32,20.6,Lebron James,Regular Season
2010-11-20,MIA,Away,MEM,L,1,42:06,11,23,0.48,2,4,0.5,5,6,0.83,0,3,3,11,1,0,4,2,29,21.7,Lebron James,Regular Season
2010-11-22,MIA,Home,IND,L,1,41:34,6,14,0.43,2,8,0.25,11,15,0.73,0,5,5,6,1,0,6,3,25,15.5,Lebron James,Regular Season
2010-11-24,MIA,Away,ORL,L,1,40:44,9,18,0.5,1,3,0.33,6,8,0.75,1,5,6,4,1,0,3,3,25,17,Lebron James,Regular Season
2010-11-26,MIA,Home,PHI,W,1,40:34,5,15,0.33,1,5,0.2,9,11,0.82,1,7,8,6,2,1,2,1,20,18,Lebron James,Regular Season
2010-11-27,MIA,Away,DAL,L,1,36:04,5,19,0.26,0,4,0,13,15,0.87,2,6,8,4,1,0,5,3,23,11.7,Lebron James,Regular Season
2010-11-29,MIA,Home,WAS,W,1,38:11,10,18,0.56,1,1,1,9,11,0.82,1,5,6,5,1,1,7,3,30,19.8,Lebron James,Regular Season
2010-12-01,MIA,Home,DET,W,1,31:14,8,15,0.53,1,1,1,1,2,0.5,2,4,6,3,1,0,4,0,18,12,Lebron James,Regular Season
2010-12-02,MIA,Away,CLE,W,1,30:02,15,25,0.6,2,7,0.29,6,9,0.67,0,5,5,8,1,1,0,1,38,33.7,Lebron James,Regular Season
2010-12-04,MIA,Home,ATL,W,1,37:19,5,11,0.45,1,1,1,11,13,0.85,0,7,7,4,1,1,2,1,22,19.7,Lebron James,Regular Season
2010-12-06,MIA,Away,MIL,W,1,38:41,7,16,0.44,1,3,0.33,2,4,0.5,0,6,6,6,1,1,1,5,17,12.5,Lebron James,Regular Season
2010-12-08,MIA,Away,UTA,W,1,39:26,12,20,0.6,3,5,0.6,6,7,0.86,1,6,7,9,0,0,2,4,33,28.6,Lebron James,Regular Season
2010-12-10,MIA,Away,GSW,W,1,30:43,10,18,0.56,3,4,0.75,2,3,0.67,0,7,7,9,1,1,4,1,25,21.7,Lebron James,Regular Season
2010-12-11,MIA,Away,SAC,W,1,35:11,10,19,0.53,2,3,0.67,3,5,0.6,1,9,10,3,2,0,3,1,25,19,Lebron James,Regular Season
2010-12-13,MIA,Home,NOH,W,1,40:18,6,16,0.38,0,3,0,8,10,0.8,1,3,4,7,0,0,5,2,20,11.1,Lebron James,Regular Season
2010-12-15,MIA,Home,CLE,W,1,38:31,5,15,0.33,0,4,0,11,18,0.61,2,11,13,5,1,0,4,1,21,14.5,Lebron James,Regular Season
2010-12-17,MIA,Away,NYK,W,1,38:13,14,23,0.61,3,6,0.5,1,3,0.33,1,10,11,10,1,0,5,1,32,27,Lebron James,Regular Season
2010-12-18,MIA,Away,WAS,W,1,40:31,9,19,0.47,3,7,0.43,11,12,0.92,1,6,7,6,1,0,4,3,32,24.4,Lebron James,Regular Season
2010-12-20,MIA,Home,DAL,L,1,36:05,6,17,0.35,2,4,0.5,5,7,0.71,3,7,10,7,0,0,5,4,19,11.2,Lebron James,Regular Season
2010-12-23,MIA,Away,PHO,W,1,37:23,13,22,0.59,2,5,0.4,8,8,1,1,5,6,4,3,0,5,5,36,26.8,Lebron James,Regular Season
2010-12-25,MIA,Away,LAL,W,1,38:11,8,14,0.57,5,6,0.83,6,6,1,1,10,11,10,4,0,1,2,27,33.3,Lebron James,Regular Season
2010-12-28,MIA,Home,NYK,W,1,40:25,8,17,0.47,1,2,0.5,1,3,0.33,0,10,10,8,0,0,3,3,18,12.9,Lebron James,Regular Season
2010-12-29,MIA,Away,HOU,W,1,39:09,8,15,0.53,0,4,0,4,4,1,0,6,6,9,1,0,3,3,20,17.6,Lebron James,Regular Season
2011-01-01,MIA,Home,GSW,W,1,41:31,7,15,0.47,0,3,0,11,17,0.65,2,5,7,10,1,1,3,1,25,23.1,Lebron James,Regular Season
2011-01-03,MIA,Away,CHA,W,1,36:34,15,26,0.58,2,4,0.5,6,6,1,0,9,9,5,1,0,3,3,38,28.8,Lebron James,Regular Season
2011-01-07,MIA,Away,MIL,W,1,45:16,8,23,0.35,1,4,0.25,9,11,0.82,1,9,10,5,6,1,5,2,26,20.1,Lebron James,Regular Season
2011-01-09,MIA,Away,POR,W,1,46:11,17,26,0.65,3,5,0.6,7,10,0.7,3,10,13,6,2,0,6,4,44,35.1,Lebron James,Regular Season
2011-01-12,MIA,Away,LAC,L,1,39:44,11,24,0.46,3,6,0.5,2,5,0.4,2,6,8,6,0,0,3,1,27,17.4,Lebron James,Regular Season
2011-01-18,MIA,Home,ATL,L,1,44:17,11,30,0.37,2,10,0.2,10,11,0.91,2,8,10,7,2,0,6,3,34,20.5,Lebron James,Regular Season
2011-01-22,MIA,Home,TOR,W,1,38:00,14,29,0.48,1,3,0.33,9,14,0.64,1,10,11,6,2,1,1,2,38,30.1,Lebron James,Regular Season
2011-01-27,MIA,Away,NYK,L,1,42:32,7,24,0.29,0,2,0,10,12,0.83,2,9,11,5,2,2,4,3,24,15,Lebron James,Regular Season
2011-01-28,MIA,Home,DET,W,1,44:19,15,25,0.6,2,4,0.5,7,10,0.7,0,8,8,9,1,2,3,1,39,34,Lebron James,Regular Season
2011-01-30,MIA,Away,OKC,W,1,40:13,7,14,0.5,2,5,0.4,7,11,0.64,0,4,4,13,4,3,4,3,23,25.6,Lebron James,Regular Season
2011-02-03,MIA,Away,ORL,W,1,42:39,17,25,0.68,3,5,0.6,14,17,0.82,2,9,11,8,1,1,3,2,51,46.7,Lebron James,Regular Season
2011-02-04,MIA,Away,CHA,W,1,36:39,7,13,0.54,0,3,0,5,6,0.83,1,7,8,9,0,0,3,3,19,17.2,Lebron James,Regular Season
2011-02-06,MIA,Home,LAC,W,1,35:37,6,15,0.4,0,2,0,0,2,0,1,5,6,4,4,0,6,2,12,5.3,Lebron James,Regular Season
2011-02-08,MIA,Home,IND,W,1,41:44,15,23,0.65,2,5,0.4,9,13,0.69,3,10,13,8,3,1,4,1,41,39.3,Lebron James,Regular Season
2011-02-11,MIA,Away,DET,W,1,34:43,7,17,0.41,0,2,0,2,3,0.67,0,8,8,10,4,0,3,0,16,16.9,Lebron James,Regular Season
2011-02-13,MIA,Away,BOS,L,1,43:28,10,21,0.48,0,2,0,2,3,0.67,1,6,7,7,1,0,4,2,22,14.5,Lebron James,Regular Season
2011-02-15,MIA,Away,IND,W,1,40:55,11,20,0.55,1,3,0.33,4,6,0.67,1,5,6,5,2,2,5,1,27,20.3,Lebron James,Regular Season
2011-02-16,MIA,Away,TOR,W,1,37:38,8,18,0.44,0,2,0,7,10,0.7,3,10,13,8,0,0,5,1,23,17.7,Lebron James,Regular Season
2011-02-22,MIA,Home,SAC,W,1,30:24,14,26,0.54,3,6,0.5,0,3,0,2,6,8,3,0,0,3,4,31,17.9,Lebron James,Regular Season
2011-02-24,MIA,Away,CHI,L,1,41:26,12,21,0.57,0,4,0,5,6,0.83,0,10,10,5,2,1,2,1,29,25.5,Lebron James,Regular Season
2011-02-25,MIA,Home,WAS,W,1,42:46,5,11,0.45,0,1,0,15,19,0.79,1,8,9,7,1,3,1,2,25,27,Lebron James,Regular Season
2011-02-27,MIA,Home,NYK,L,1,39:08,10,20,0.5,1,5,0.2,6,8,0.75,0,7,7,5,3,1,5,2,27,19.7,Lebron James,Regular Season
2011-03-03,MIA,Home,ORL,L,1,39:56,11,16,0.69,0,2,0,7,7,1,2,4,6,4,0,2,2,2,29,26.2,Lebron James,Regular Season
2011-03-04,MIA,Away,SAS,L,1,36:08,11,19,0.58,1,3,0.33,3,7,0.43,3,5,8,7,1,0,4,2,26,20.2,Lebron James,Regular Season
2011-03-06,MIA,Home,CHI,L,1,41:50,10,18,0.56,1,2,0.5,5,6,0.83,3,5,8,6,2,0,2,2,26,24,Lebron James,Regular Season
2011-03-08,MIA,Home,POR,L,1,45:32,14,20,0.7,2,4,0.5,1,4,0.25,1,10,11,8,1,0,4,3,31,26.5,Lebron James,Regular Season
2011-03-10,MIA,Home,LAL,W,1,42:16,7,17,0.41,0,3,0,5,7,0.71,1,7,8,9,1,0,1,1,19,17.8,Lebron James,Regular Season
2011-03-12,MIA,Home,MEM,W,1,31:55,10,16,0.62,2,4,0.5,5,6,0.83,1,4,5,5,1,2,3,1,27,23.8,Lebron James,Regular Season
2011-03-14,MIA,Home,SAS,W,1,41:31,8,19,0.42,0,1,0,5,5,1,0,6,6,8,0,2,2,3,21,16.5,Lebron James,Regular Season
2011-03-16,MIA,Home,OKC,L,1,39:30,8,21,0.38,0,3,0,3,3,1,0,8,8,3,1,1,1,0,19,12.7,Lebron James,Regular Season
2011-03-18,MIA,Away,ATL,W,1,30:54,16,21,0.76,5,7,0.71,6,7,0.86,0,2,2,3,0,0,4,2,43,32.2,Lebron James,Regular Season
2011-03-19,MIA,Home,DEN,W,1,40:40,15,25,0.6,1,4,0.25,2,2,1,0,6,6,2,2,0,5,3,33,20.5,Lebron James,Regular Season
2011-03-23,MIA,Away,DET,W,1,42:05,8,16,0.5,0,3,0,3,4,0.75,3,5,8,7,0,0,3,3,19,14.9,Lebron James,Regular Season
2011-03-25,MIA,Home,PHI,W,1,41:01,11,17,0.65,1,4,0.25,9,9,1,2,8,10,2,3,1,4,3,32,28.2,Lebron James,Regular Season
2011-03-27,MIA,Home,HOU,W,1,40:27,13,21,0.62,0,1,0,7,9,0.78,1,9,10,7,0,0,2,1,33,28.6,Lebron James,Regular Season
2011-03-29,MIA,Away,CLE,L,1,43:17,10,21,0.48,1,5,0.2,6,10,0.6,0,10,10,12,0,0,3,3,27,21.9,Lebron James,Regular Season
2011-03-30,MIA,Away,WAS,W,1,43:49,12,16,0.75,1,3,0.33,10,13,0.77,1,7,8,8,5,0,5,3,35,34.6,Lebron James,Regular Season
2011-04-01,MIA,Away,MIN,W,1,42:53,11,20,0.55,0,1,0,5,7,0.71,2,4,6,10,3,1,3,2,27,26.1,Lebron James,Regular Season
2011-04-03,MIA,Away,NJN,W,1,38:55,13,18,0.72,0,2,0,5,8,0.62,2,9,11,7,3,0,7,2,31,26.6,Lebron James,Regular Season
2011-04-06,MIA,Home,MIL,L,1,39:25,10,22,0.45,3,7,0.43,6,8,0.75,1,1,2,8,2,2,4,2,29,22,Lebron James,Regular Season
2011-04-08,MIA,Home,CHA,W,1,37:23,9,16,0.56,0,1,0,5,6,0.83,1,6,7,9,2,1,1,2,23,24.7,Lebron James,Regular Season
2011-04-10,MIA,Home,BOS,W,1,37:11,11,19,0.58,0,2,0,5,9,0.56,0,5,5,7,4,1,4,1,27,23.2,Lebron James,Regular Season
2011-04-11,MIA,Away,ATL,W,1,42:39,10,21,0.48,2,4,0.5,12,14,0.86,1,9,10,7,3,0,7,1,34,26.4,Lebron James,Regular Season
2011-12-30,MIA,Away,MIN,W,1,37:13,16,26,0.62,0,1,0,2,4,0.5,1,7,8,10,4,1,4,2,34,31.1,Lebron James,Regular Season
2012-01-07,MIA,Away,NJN,W,1,37:23,11,17,0.65,0,1,0,10,12,0.83,0,7,7,9,2,1,8,2,32,26,Lebron James,Regular Season
2012-01-10,MIA,Away,GSW,L,1,42:33,10,19,0.53,0,2,0,6,8,0.75,1,10,11,7,2,0,5,1,26,21.1,Lebron James,Regular Season
2012-01-11,MIA,Away,LAC,L,1,41:53,7,19,0.37,0,1,0,9,17,0.53,2,11,13,7,2,0,6,5,23,12.9,Lebron James,Regular Season
2012-01-13,MIA,Away,DEN,L,1,37:11,13,20,0.65,3,5,0.6,6,11,0.55,1,4,5,6,2,1,4,0,35,29,Lebron James,Regular Season
2012-01-17,MIA,Home,SAS,W,1,34:53,12,21,0.57,4,6,0.67,5,9,0.56,1,4,5,10,0,0,4,0,33,26.4,Lebron James,Regular Season
2012-01-19,MIA,Home,LAL,W,1,37:13,12,27,0.44,2,3,0.67,5,7,0.71,3,5,8,8,4,3,3,4,31,26.8,Lebron James,Regular Season
2012-01-22,MIA,Home,MIL,L,1,37:22,8,18,0.44,0,1,0,12,13,0.92,4,9,13,5,1,0,3,2,28,24.4,Lebron James,Regular Season
2012-01-24,MIA,Home,CLE,W,1,37:48,8,21,0.38,1,4,0.25,1,4,0.25,1,4,5,5,2,0,5,1,18,7.3,Lebron James,Regular Season
2012-01-25,MIA,Away,DET,W,1,41:39,9,20,0.45,1,3,0.33,13,14,0.93,1,5,6,7,2,0,4,3,32,25.1,Lebron James,Regular Season
2012-01-27,MIA,Home,NYK,W,1,40:17,11,18,0.61,0,2,0,9,10,0.9,1,7,8,7,0,0,4,2,31,25.3,Lebron James,Regular Season
2012-01-29,MIA,Home,CHI,W,1,40:58,12,23,0.52,1,1,1,10,15,0.67,1,10,11,5,0,1,6,2,35,22.8,Lebron James,Regular Season
2012-01-30,MIA,Home,NOH,W,1,29:44,8,12,0.67,1,2,0.5,5,7,0.71,4,7,11,8,1,0,4,1,22,23.1,Lebron James,Regular Season
2012-02-01,MIA,Away,MIL,L,1,40:17,14,24,0.58,4,7,0.57,8,10,0.8,0,8,8,5,2,0,7,1,40,28.5,Lebron James,Regular Season
2012-02-03,MIA,Away,PHI,W,1,37:13,8,16,0.5,0,1,0,3,6,0.5,1,11,12,8,0,2,2,2,19,18,Lebron James,Regular Season
2012-02-05,MIA,Home,TOR,W,1,38:29,10,17,0.59,0,1,0,10,12,0.83,0,9,9,2,1,0,5,1,30,21,Lebron James,Regular Season
2012-02-07,MIA,Home,CLE,W,1,38:40,9,16,0.56,0,1,0,6,7,0.86,1,4,5,6,2,0,6,1,24,17.7,Lebron James,Regular Season
2012-02-08,MIA,Away,ORL,L,1,39:15,5,15,0.33,0,2,0,7,10,0.7,0,6,6,10,3,0,3,0,17,16.1,Lebron James,Regular Season
2012-02-10,MIA,Away,WAS,W,1,33:17,6,14,0.43,0,2,0,6,7,0.86,0,2,2,9,0,2,1,1,18,17.1,Lebron James,Regular Season
2012-02-12,MIA,Away,ATL,W,1,30:26,6,15,0.4,1,3,0.33,10,12,0.83,3,10,13,6,1,0,2,1,23,22,Lebron James,Regular Season
2012-02-14,MIA,Away,IND,W,1,33:24,7,15,0.47,2,5,0.4,7,8,0.88,2,7,9,7,4,0,2,2,23,24.5,Lebron James,Regular Season
2012-02-17,MIA,Away,CLE,W,1,30:08,11,19,0.58,3,5,0.6,3,3,1,2,3,5,5,1,1,2,2,28,23.8,Lebron James,Regular Season
2012-02-19,MIA,Home,ORL,W,1,36:38,9,14,0.64,1,2,0.5,6,7,0.86,1,10,11,8,2,0,2,2,25,26.9,Lebron James,Regular Season
2012-02-21,MIA,Home,SAC,W,1,33:13,7,11,0.64,2,2,1,2,2,1,0,4,4,8,0,2,3,1,18,17.9,Lebron James,Regular Season
2012-03-01,MIA,Away,POR,W,1,41:02,13,22,0.59,2,2,1,10,12,0.83,2,9,11,6,5,1,0,1,38,40.6,Lebron James,Regular Season
2012-03-02,MIA,Away,UTA,L,1,44:24,16,24,0.67,1,4,0.25,2,3,0.67,1,9,10,6,0,3,0,2,35,33.1,Lebron James,Regular Season
2012-03-04,MIA,Away,LAL,L,1,43:02,12,26,0.46,0,4,0,1,3,0.33,7,6,13,7,3,2,3,1,25,23.4,Lebron James,Regular Season
2012-03-06,MIA,Home,NJN,W,1,29:36,9,11,0.82,1,1,1,2,2,1,1,8,9,6,0,0,5,0,21,19.2,Lebron James,Regular Season
2012-03-07,MIA,Home,ATL,W,1,41:40,12,20,0.6,0,3,0,7,10,0.7,4,7,11,2,1,2,2,1,31,26.9,Lebron James,Regular Season
2012-03-10,MIA,Home,IND,W,1,47:06,8,19,0.42,2,3,0.67,9,15,0.6,1,7,8,4,4,1,4,1,27,20.4,Lebron James,Regular Season
2012-03-13,MIA,Away,ORL,L,1,42:25,7,20,0.35,2,4,0.5,3,3,1,3,8,11,8,1,1,6,0,19,13.6,Lebron James,Regular Season
2012-03-14,MIA,Away,CHI,L,1,39:38,14,25,0.56,2,3,0.67,5,5,1,1,4,5,4,4,0,2,2,35,29,Lebron James,Regular Season
2012-03-16,MIA,Away,PHI,W,1,38:15,12,20,0.6,0,2,0,5,8,0.62,2,5,7,8,2,2,1,0,29,29.5,Lebron James,Regular Season
2012-03-18,MIA,Home,ORL,W,1,38:58,4,14,0.29,0,1,0,6,8,0.75,0,12,12,7,5,0,4,4,14,12.9,Lebron James,Regular Season
2012-03-20,MIA,Home,PHO,W,1,37:54,8,18,0.44,0,3,0,4,6,0.67,1,7,8,6,2,2,3,2,20,16.4,Lebron James,Regular Season
2012-03-23,MIA,Away,DET,W,1,37:26,6,15,0.4,0,3,0,5,5,1,0,6,6,10,4,1,5,0,17,17.4,Lebron James,Regular Season
2012-03-25,MIA,Away,OKC,L,1,39:36,8,18,0.44,0,3,0,1,1,1,0,3,3,7,2,0,4,2,17,10.6,Lebron James,Regular Season
2012-03-26,MIA,Away,IND,L,1,40:49,9,21,0.43,2,4,0.5,4,6,0.67,2,7,9,2,1,0,6,1,24,11.6,Lebron James,Regular Season
2012-03-29,MIA,Home,DAL,W,1,36:13,8,16,0.5,0,2,0,3,3,1,3,6,9,5,2,0,3,3,19,16.2,Lebron James,Regular Season
2012-03-30,MIA,Away,TOR,W,1,38:31,11,18,0.61,0,2,0,4,6,0.67,1,3,4,9,1,0,3,0,26,22.9,Lebron James,Regular Season
2012-04-03,MIA,Home,PHI,W,1,38:04,15,25,0.6,1,2,0.5,10,13,0.77,3,3,6,4,3,1,4,0,41,33.8,Lebron James,Regular Season
